CustomerKey,FirstName,LastName,CustomerLifetimeValue
17795,JAIME,DIAZ,2983.34
15840,NATALIE,PETERSON,2752.776
25121,CLARENCE,YANG,2034.519
18127,FRANKLIN,HE,6784.411
14438,GABRIELLE,GONZALES,3128.486
13979,CHLOE,JENKINS,3282.83
16041,PEDRO,RAMAN,94.95
25337,MEGAN,WASHINGTON,59.96
15617,DAWN,CHANDE,102.78
15430,ALFREDO,JIM�NEZ,38.634
24746,IAN,RUSSELL,27.268
26807,ANGEL,HALL,131.94
11065,JESSICA,HENDERSON,198.58
13153,JACK,HILL,147.652
16221,DARREN,SAUNDERS,596.604
18152,BRYANT,SURI,120.93
11752,LAUREN,BRYANT,237.404
27995,CARLOS,STEWART,14.97
22671,WYATT,KING,1035.428
15487,JESSE,RAMIREZ,91.692
16691,PAULA,ROMERO,893.47
24105,CAROLYN,SANCHEZ,2417.714
21210,COLIN,LUO,44.98
12944,JOSE,JAI,238.738
24944,WHITNEY,GARCIA,128.214
11850,BROOKE,RAMIREZ,173.788
16980,JILL,MOORE,48.614
22541,STEFANIE,MARTINEZ,601.594
28854,MORGAN,WALKER,775.994
12157,WILLIAM,WHITE,50.9
25624,MARY,SCOTT,45.16
22500,BRENT,ZHAO,2256.619
16330,LUKE,SIMMONS,60.25
29303,ARTURO,PAL,2419.06
24622,BLAKE,HALL,121.32
14971,SUSAN,ZHU,43.624
26928,ROGER,NARA,623.873
20222,MELISSA,MORGAN,99.93
15654,LEVI,FERNANDEZ,49.98
24860,DOUGLAS,GARCIA,2280.455
20515,JENNA,EDWARDS,120.69
20197,OLIVIA,JOHNSON,1050.418
16480,ALAN,ZHOU,119.93
15868,CALEB,LAL,120.69
17103,FRANKLIN,XU,6725.431
29414,LYDIA,PATEL,2071.42
14670,LESLIE,GILL,2928.188
17834,MICHELE,GILL,3947.147
14473,MIGUEL,KING,3168.026
24482,ROY,RAMOS,3882.553
19049,CRAIG,GUTIERREZ,4605.466
11076,BLAKE,ANDERSON,4510.48
20181,CATHERINE,BROOKS,2181.563
11212,CHLOE,CAMPBELL,969.783
23559,JOCELYN,PATTERSON,90.72
26598,CHARLES,ADAMS,67.96
28101,TIMOTHY,BELL,87.278
19643,JACQUELINE,WATSON,123.98
18758,DEVIN,PRICE,265.17
28114,JARED,COX,600.258
14227,ALISON,XU,116.682
12840,NAOMI,SANZ,39.98
24181,EDWIN,NATH,12.56
15701,JILLIAN,KAPOOR,92.774
19629,THERESA,CARLSON,170.39
25757,JEFFERY,WU,671.95
16346,MARC,NAVARRO,77.39
11875,JONATHAN,BROWN,378.803
24990,TIMOTHY,COLLINS,2529.087
17056,SHAUN,LAL,839.48
15721,CARA,GUO,147.94
28545,MICHEAL,RAMOS,132.624
28867,NATALIE,MARTINEZ,91.604
22049,ALLEN,PATEL,39.95
26811,RACHAEL,SANCHEZ,2071.42
27285,ZACHARY,JONES,699.098
21093,JACQUELYN,CASTRO,2462.628
16161,JODI,DENG,2698.702
19899,MARCUS,RICHARDSON,2811.801
11240,ANNE,HERNANDEZ,4011.86
11082,ANGELA,BUTLER,2896.514
23502,LOGAN,LOPEZ,64.56
25890,CHLOE,BROWN,49.98
29248,JONATHAN,MARTIN,29.57
21367,CINDY,RANA,19.55
16032,COLIN,CHAVEZ,146.91
16897,LAUREN,TORRES,1772.268
12753,RAMON,ZHAO,205.74
29399,JANET,GOMEZ,561.48
27143,ALVIN,DENG,1063.388
23894,BRYAN,RAMIREZ,103.604
12907,JULIA,BRYANT,163.96
17101,SHANNON,GUTIERREZ,180.873
19252,JASMINE,BROOKS,99.96
24804,TONYA,RAJI,2384.07
24347,TINA,MADAN,2419.06
28127,FERNANDO,PRICE,9.98
27859,DANNY,CARLSON,777.34
12191,MELISSA,WASHINGTON,250.46
25818,AARON,HILL,71.228
18354,ALVIN,NARA,145.88
13701,HALEY,SCOTT,206.49
18006,FRANKLIN,CHANDER,45.614
22898,MELANIE,WASHINGTON,539.99
19136,RICHARD,COOK,87.97
13414,MIGUEL,WILSON,2071.42
16183,TANYA,CARLSON,62.54
20637,JOHN,BROWN,29.97
14622,BRANDON,PATTERSON,57.92
13501,CLAYTON,ZHU,44.97
12329,BONNIE,SHAN,120.682
17012,JOAN,COLLINS,1749.057
22827,CLAYTON,GAO,93.037
17610,ANNA,WHITE,43.624
15392,SYDNEY,BROWN,39.98
28876,AUSTIN,GARCIA,2214.163
22607,WHITNEY,GONZALEZ,647.218
20507,JOSHUA,ANDERSON,63.604
20064,WHITNEY,PRASAD,46.96
21317,LAUREN,RIVERA,130.306
23313,COREY,LAL,2953.003
23413,MAX,ORTEGA,3497.777
13629,KARLA,YUAN,6667.605
23325,TIFFANY,ZIMMERMAN,3011.3
25034,ANNE,MARTIN,2052.499
17815,RONNIE,MA,3183.346
14310,JON,ZENG,4986.688
14380,KAYLEE,WATSON,3084.536
15185,JONATHAN,EVANS,4147.419
27272,ELIJAH,CHEN,2049.098
21540,ROSS,RUBIO,1516.656
11547,CINDY,SAI,4727.796
22614,TOMMY,SHAN,1034.082
12300,ADRIANA,GONZALEZ,9195.696
24293,ANNA,RIVERA,37.18
15579,BRITTANY,COLEMAN,94.95
28769,BRIANNA,FOSTER,759.638
19703,KATELYN,BAKER,69.99
28094,MELANIE,PETERSON,4.58
26898,ASHLEY,SIMMONS,206.007
16225,WYATT,NELSON,567.95
19619,EDUARDO,MORRIS,220.99
14938,MALLORY,SANZ,145.258
21062,MIRANDA,BARNES,611.33
15281,HUNTER,ANDERSON,43.624
17280,DEANNA,MEHTA,2258.522
27939,LAWRENCE,NAVARRO,92.97
27533,ALLISON,PEREZ,68.46
22403,CEDRIC,BECK,69.99
26333,ALEXANDRIA,ALEXANDER,69.53
14401,JOSE,KUMAR,40.7
20092,ETHAN,SHARMA,1058.398
28947,GRANT,NATH,29.96
25884,ELIJAH,EVANS,39.98
26952,MIRCEA,SINGER,760.33
20371,GRACE,BRYANT,1054.428
25520,CANDICE,ZENG,163.682
16673,CURTIS,GUO,2230.811
21266,TAYLOR,WASHINGTON,4301.156
26754,CANDICE,ZIMMERMAN,1733.18
12648,LORI,DOMINGUEZ,6635.714
27280,NAOMI,GUTIERREZ,4461.128
24281,MARIE,SURI,3182.0
27493,BARBARA,ZHENG,1290.712
16570,JULIE,SHE,4242.387
26862,TINA,VANCE,1248.494
22630,ROGER,WU,1051.37
22330,JOSE,WALKER,622.94
21120,ROGER,CHEN,60.913
15821,LOGAN,ANDERSON,61.94
28301,JASMINE,LONG,163.58
26141,JORGE,ZHU,87.278
19531,JOHN,ROBINSON,1082.524
12168,HUNTER,JACKSON,110.76
17585,SETH,GRIFFIN,194.738
17306,EDGAR,PRASAD,145.594
23405,KARI,MADAN,103.604
12249,JESSIE,CAI,141.671
13041,CAMERON,BROWN,187.574
11622,GABRIEL,ALLEN,178.704
19128,MADISON,JACKSON,663.8
23997,KRISTOPHER,SRINI,43.624
27901,MARIAH,COOPER,2456.01
17226,GILBERT,MCDONALD,112.268
17375,SHEILA,GILL,47.096
17204,EVELYN,MARTINEZ,122.248
29337,HECTOR,GOMEZ,48.067
18161,TANYA,SANZ,19.55
12636,TAMER,SALAH,60.913
26125,SARA,ROBERTS,59.96
26938,MAURICE,SHEN,746.55
18178,TRACY,GOEL,43.96
22179,ABBY,MEHTA,43.96
18093,GRACE,JOHNSON,27.96
28254,JACQUELINE,BROOKS,173.56
26208,SHARON,ANAND,53.614
23128,DYLAN,JAI,43.624
17163,EDWARD,ADAMS,1763.53
13966,DARREN,DOMINGUEZ,6616.162
19323,JEREMY,ROGERS,1533.148
23645,CURTIS,ZHENG,4198.33
17181,JENNY,LAL,6702.335
23995,BRADLEY,CARSON,2983.34
14667,OLIVIA,ALEXANDER,5063.885
15170,JERMAINE,MARTINEZ,4142.839
24169,LYDIA,MARTINEZ,2749.513
18166,JULIAN,WOOD,6978.448
27288,DESTINY,RICHARDSON,4451.148
27275,AIDAN,POWELL,2049.098
27498,MARIE,RUIZ,1290.638
11084,LUCAS,PHILLIPS,2846.31
22274,ADAM,CHEN,573.634
16799,STEPHANIE,GONZALES,1700.99
12061,BRYCE,BROOKS,210.35
25612,CLINTON,RUBIO,574.98
29451,GEOFFREY,LOPEZ,72.45
17105,MADISON,WALKER,147.219
18986,ROBERT,ROBERTS,77.604
11922,JAMES,DAVIS,324.104
11507,ISABELLA,RUSSELL,859.462
28714,ARTURO,GAO,2442.03
24594,FRANKLIN,YUAN,44.97
21747,DERRICK,MUNOZ,539.99
15103,JONATHAN,LOPEZ,148.11
14694,HALEY,PARKER,214.815
21242,MORGAN,PATTERSON,87.278
27325,TODD,LIANG,230.627
11116,CLINTON,CARLSON,158.94
27155,ERIC,HALL,107.94
13641,ADRIAN,WATSON,198.616
25339,ADRIAN,RIVERA,1232.138
28444,PEDRO,SAI,123.98
13610,OMAR,SHARMA,44.98
29289,DEVON,RAJE,2450.664
11221,NATHAN,PERRY,53.55
28950,CARL,LAL,53.624
22108,EDUARDO,POWELL,118.027
11769,HALEY,HERNANDEZ,593.229
13785,CLAYTON,SHE,174.724
16058,MARGARET,ZHANG,76.5
23066,AUSTIN,LAL,631.45
16600,JANET,SUAREZ,126.692
24498,ANGELA,WASHINGTON,2429.318
14459,CODY,GRAY,4562.4
23415,KRISTI,MORENO,3493.768
21501,DEB,FOSTER,2659.477
17933,VIRGINIA,PRASAD,3110.032
27103,CHLOE,BROOKS,4468.158
26924,ERICA,ZENG,1290.638
24244,ANNE,SERRANO,3497.777
15844,MEGAN,BROWN,2803.821
27289,ANNA,LONG,2071.42
21104,ROBIN,GUTIERREZ,2512.038
15788,BARBARA,LI,4197.488
15765,GILBERT,DENG,4120.518
21488,MADISON,HENDERSON,651.007
27765,JERRY,TANG,742.35
13635,KURT,DENG,270.97
15708,NINA,JAI,78.624
14455,ALEXANDRA,MITCHELL,225.641
18694,DERRICK,GOMEZ,2204.533
25152,MARIA,SANDERS,37.18
12838,RALPH,BECK,46.95
20949,SANDRA,LIANG,219.95
27658,COLE,GRAY,55.54
22343,BRITTANY,POWELL,2459.126
11661,JEREMIAH,JAMES,380.526
16453,MAYRA,CHANDRA,26.83
13816,MARISSA,HENDERSON,312.466
20668,ERIC,ROTHENBERG,1749.057
19161,JEREMIAH,HUGHES,629.81
24629,SETH,PERRY,100.09
13343,MELANIE,BRADLEY,4507.638
15884,DAKOTA,BRADLEY,44.97
17653,LINDA,VAZQUEZ,48.614
25676,MACKENZIE,SCOTT,75.268
24577,GILBERT,LAL,2232.495
16497,JULIA,PETERSON,202.93
18310,LANCE,ROMERO,42.98
26105,MORGAN,GONZALES,77.48
24618,BRETT,GONZALEZ,32.6
28343,SHELBY,MORGAN,53.99
19505,GILBERT,SHE,128.604
20053,JESSIE,YANG,74.83
16681,LOUIS,CHANDE,75.15
16552,JOE,SANCHEZ,4728.993
20886,BRUCE,RAMAN,2448.156
23541,DANA,SUAREZ,3215.644
21012,MARIE,VANCE,2428.048
13897,CAROL,WASHINGTON,4274.621
16424,BRANDI,DIAZ,5511.792
27271,ANNA,REED,2071.42
19511,MARCUS,WARD,3266.214
11117,APRIL,DENG,4571.698
27819,MICHELE,MARTIN,2417.714
12131,RANDALL,DOMINGUEZ,9210.364
22028,JODI,SHEN,69.99
11098,MALLORY,RUBIO,148.92
18469,ROBYN,RUBIO,2181.563
17640,HALEY,ALLEN,24.99
19401,KYLE,HERNANDEZ,1048.505
24277,DONALD,KOV�R,29.97
24447,CODY,MORGAN,759.638
21651,SEAN,COOPER,631.93
17325,PAIGE,HENDERSON,68.228
12454,SAMUEL,GRIFFIN,140.88
15777,BRIANNA,SMITH,43.624
21953,MARVIN,VAZQUEZ,35.0
13231,ALEXIA,ROSS,385.494
24108,TONYA,LAL,7.98
13586,LARRY,ALONSO,145.228
13428,MARCUS,RAMIREZ,2093.058
12453,MADISON,BENNETT,65.94
12409,SAVANNAH,HILL,155.0
24445,LAUREN,BROOKS,2417.714
22160,ALEX,RICHARDSON,74.54
23441,RAFAEL,ZHANG,122.95
23139,CHRISTIAN,YANG,572.94
20193,ALYSSA,GRAY,1000.438
24464,JOANNA,TORRES,9.98
26941,GERALD,VAZQUEZ,777.34
23314,ALFREDO,MUNOZ,2758.157
15637,RUSSELL,SHARMA,6777.345
23546,KATHRYN,JAI,3215.644
17794,THEODORE,ROWE,2770.092
12623,JESSE,SANCHEZ,5420.586
27086,LAUREN,HOWARD,2049.098
14378,CORY,MEHTA,1856.974
19427,TROY,LOPEZ,1792.486
15028,TABITHA,ALVAREZ,3826.4
24462,DONALD,FERNANDEZ,3497.777
15589,GILBERT,HE,4184.122
24601,NATASHA,MUNOZ,3882.553
11005,JULIO,RUIZ,4502.76
24528,KATHERINE,HERNANDEZ,2458.9
18307,AMY,ZHANG,2181.563
11330,RYAN,THOMPSON,1596.613
25815,JACQUELYN,ROMERO,44.97
18692,PRESTON,MEHTA,2209.523
22494,JON,ANDERSEN,9.98
23061,JEREMIAH,SANDERS,89.97
15706,TINA,ARTHUR,35.0
23600,PETER,SHARMA,12.56
16754,ALEX,BELL,2886.3
24314,BRYAN,HOWARD,79.696
14351,RILEY,GRAY,77.604
15709,CHELSEA,PRASAD,99.97
17230,LANCE,SUAREZ,113.97
11213,STEPHANIE,MURPHY,84.55
21220,MEGHAN,MOYER,78.624
23756,OMAR,JAI,182.56
25441,ISABELLA,TORRES,74.224
13669,KRISTY,GILL,132.986
21782,BLAKE,MARTIN,68.594
14124,JUSTIN,LI,82.58
13549,RICHARD,KING,117.086
24694,THEODORE,CARLSON,61.97
20031,DEVIN,JAMES,1034.082
23022,JOCELYN,BRADLEY,16.85
29092,JESSIE,MA,12.56
22524,MICHELE,HERNANDEZ,2216.453
23165,NATALIE,MITCHELL,557.97
23154,CONNOR,PHILLIPS,566.06
11320,MORGAN,HILL,109.42
16932,ADAM,KING,24.13
25867,CARLOS,CARTER,2384.07
19123,EMMA,WASHINGTON,1048.505
13626,JOHNATHAN,MADAN,6722.136
15506,EVAN,SANDERS,1468.588
13971,BIANCA,ZHAO,6536.226
15665,KRISTI,SAI,2824.157
25022,PATRICIA,PEREZ,1563.976
26750,RANDALL,ALVAREZ,1733.18
12859,EVELYN,GONZALEZ,5450.606
14456,BENJAMIN,WALKER,3179.317
15918,ROBERTO,RUIZ,2840.224
15754,CRYSTAL,XU,4175.478
14477,LAUREN,LEE,3093.837
11167,JASMINE,BARNES,2880.438
23688,OLIVIA,THOMAS,1214.85
18249,ALISON,CHANDER,2226.811
18569,EMMA,BRYANT,9.98
18055,TREVOR,HARRISON,239.887
23801,TAYLOR,WOOD,80.667
18974,JAMES,RODRIGUEZ,609.91
28241,CHARLES,KING,154.017
27037,LAUREN,RODRIGUEZ,33.83
28460,NATHAN,POWELL,118.057
27814,KATRINA,SHAN,228.05
24567,ALISON,DENG,12.56
15603,PHILIP,BLANCO,89.93
12365,ALEX,EVANS,72.94
29251,MANDY,ZHOU,21.278
19865,HAILEY,BUTLER,1034.082
17556,EMILY,POWELL,9.98
19985,TAMARA,MA,1054.428
16974,PAIGE,RIVERA,1758.95
15673,JON,GOEL,98.594
16734,EMMA,MARTINEZ,152.037
27700,BARRY,ARUN,43.624
14212,ERICK,MADAN,117.597
23127,HALEY,HUGHES,590.95
27183,GEOFFREY,GARCIA,1027.718
18390,BLAKE,THOMPSON,162.017
13410,JILLIAN,MADAN,19.97
20205,BRYCE,COX,1092.042
28251,JOE,RUBIO,9.98
21458,CARSON,PRICE,58.614
17551,VICTORIA,TORRES,242.89
25843,HUNTER,PEREZ,56.85
15039,MICHELE,XIE,115.903
20155,JAY,FERNANDEZ,64.97
14290,JONATHAN,WILSON,3149.461
15578,DIANE,GILL,4261.329
17900,VICTORIA,SNOWDEN,2749.495
15808,NATASHA,BLANCO,4175.508
11158,JASON,WRIGHT,2169.37
12176,CODY,JAMES,120.0
29130,HANNAH,WASHINGTON,14.56
18290,AUDREY,HERNANDEZ,115.238
11635,DARRELL,CHANDE,49.56
23109,LAUREN,HUGHES,74.54
21601,JACQUELINE,BELL,618.488
23770,JAMIE,CARLSON,9.98
11864,ELIZABETH,THOMPSON,60.88
28374,RUBEN,VANCE,101.604
20279,TREVOR,HENDERSON,165.154
29179,PATRICIA,MEHTA,2392.714
19490,KRISTINA,SMITH,83.017
28729,HEATHER,SUN,2466.02
14887,LAUREN,WILSON,100.007
21632,JACLYN,LIANG,34.95
15026,FELICIA,DIAZ,59.96
17616,DANIEL,WEISMAN,4.99
20487,ALEXANDER,WHITE,29.97
20140,JOE,NAVARRO,59.98
25390,SAMANTHA,POWELL,1295.59
27755,ALYSSA,JENKINS,88.594
22127,MARCUS,THOMPSON,119.96
14544,DARRYL,WEST,43.624
18659,JASMINE,THOMPSON,87.97
15817,CHLOE,ALEXANDER,90.72
23924,AMBER,WRIGHT,1018.418
24026,JILL,SERRANO,1096.908
22169,JENNY,LI,87.278
24852,CARLA,MARTINEZ,2204.533
13175,NOAH,SMITH,200.602
28095,NATALIE,BRYANT,4.58
19030,MARCO,ARUN,3074.506
14071,JACK,LI,5403.328
19326,MARCUS,ROBINSON,1699.536
26797,MARSHALL,HU,1753.526
16393,XAVIER,EDWARDS,5594.524
19311,DANA,RUBIO,4390.341
17985,CEDRIC,SUN,5781.128
24339,JENNIFER,PRICE,2384.07
18205,LINDSEY,RAJI,2216.553
21176,RAUL,CHANDE,35.0
12502,DARREN,SANCHEZ,130.027
11160,MAURICE,TANG,2073.71
23623,JOCELYN,GRIFFIN,7.98
19406,BROOKE,TRAVERS,1077.398
27393,SIERRA,HERNANDEZ,123.98
16896,NATALIE,PEREZ,1728.95
20513,JOSEPH,SMITH,112.046
24349,JILL,PATTERSON,2417.714
23498,JAMES,JOHNSON,9.98
11981,ALEXANDRIA,HOWARD,91.46
15024,NATHAN,JONES,120.893
13328,ALBERT,SERRANO,4497.078
16712,SUZANNE,LU,839.48
20502,JOHN,HARRIS,74.97
22405,LEONARD,BECKER,123.98
24072,RANDY,HE,12.56
19542,ROBERT,ALLEN,594.95
25286,ZACHARY,POWELL,2401.358
19394,HENRY,NELSON,1034.082
18983,DESTINY,PRICE,117.086
26914,CINDY,PRASAD,602.94
19495,FRANCIS,GILL,42.97
24547,DANA,GOMEZ,42.97
12146,XAVIER,THOMAS,269.57
26656,AMANDA,HALL,1284.337
17803,RENEE,HERNANDEZ,2793.619
14308,MARIE,RAMOS,4916.788
21036,RUBEN,HERNANDEZ,2468.048
17972,ALISHA,MA,2801.523
27346,LESLIE,DOMINGUEZ,1316.048
24461,RUTH,SAI,3182.0
15597,TERRY,RAJI,4142.839
15732,SANDRA,ZHU,4140.498
18293,AUSTIN,BUTLER,134.124
11055,GILBERT,RAJE,4557.084
11843,CHRISTY,NARA,147.014
25378,GABRIELLA,SCOTT,45.16
12062,EDWARD,LONG,39.58
11087,TAMARA,LIANG,206.56
12321,ROSA,HU,9201.218
27389,LUCAS,HENDERSON,57.98
28269,ALEXANDRA,GREEN,27.268
11097,EDWIN,NARA,4488.138
18391,JACQUELINE,RUSSELL,131.238
14205,WESLEY,WU,32.6
19604,WENDY,BLANCO,230.876
29206,NICHOLAS,ANDERSON,177.96
25629,MICHEAL,SERRANO,47.56
25217,BYRON,MARTIN,43.624
24354,BAILEY,COOK,2481.02
14118,ELIZABETH,ROSS,4492.77
20358,BRIAN,MURPHY,123.98
22001,GREGORY,CHANDER,83.614
13642,CASSIE,NARA,108.027
22139,JAIME,PAL,557.278
14436,JOHN,MARTIN,4541.074
12954,PEDRO,DIAZ,66.848
13480,ANNA,RODRIGUEZ,126.046
26266,BRENT,GAO,148.7
14642,JEFFERY,ZENG,16.85
14497,ALLISON,SCOTT,803.134
27466,ABIGAIL,MURPHY,79.258
13606,DREW,SHARMA,3378.73
23367,HALEY,RAMIREZ,103.604
11407,MARIO,SHE,53.99
26961,CARLY,CHANDER,1268.84
28321,ARTURO,WU,620.73
28487,GERALD,GILL,813.628
15459,BETH,DOMINGUEZ,69.84
21020,OMAR,YE,2428.048
25138,SETH,RUSSELL,2000.875
15941,BAILEY,BROOKS,2775.098
24467,SUSAN,HE,3216.99
12296,FRANCISCO,SARA,9125.553
18218,THOMAS,POWELL,2181.563
11693,HAILEY,DIAZ,2049.098
21861,KARI,ROMERO,43.624
19584,TERRANCE,SANCHEZ,149.5
26468,ALYSSA,BROWN,54.56
11703,KAYLEE,BAKER,110.858
25672,JANELLE,SUBRAM,14.56
27249,EMMA,COX,57.98
14842,MEAGAN,KIM,145.198
21819,CHLOE,HOWARD,64.56
28923,ROBERTO,HERNANDEZ,2401.358
28844,EMMA,RIVERA,776.23
12896,VICTORIA,WOOD,79.83
16948,EMMA,LEE,249.94
20150,GARY,RUBIO,2303.854
12728,JEREMIAH,STEWART,69.96
22522,BENJAMIN,HAYES,539.99
11195,MEGAN,HENDERSON,138.28
26889,NATASHA,TORRES,51.624
17997,APRIL,SHARMA,109.94
16178,ALFREDO,CARLSON,148.764
29107,TONYA,LUO,166.98
22513,KENNETH,ANAND,47.56
22209,CEDRIC,SHEN,83.614
27887,EUGENE,ZHANG,62.076
18925,HALEY,GRIFFIN,164.36
20114,JOSEPH,THOMPSON,87.97
22421,BARBARA,SHARMA,63.97
25300,JAMIE,ASHE,96.97
20187,ROBERT,KING,1057.63
15604,CLIFFORD,PRASAD,122.894
23817,KAITLYN,MURPHY,59.98
25912,WALTER,RUBIO,90.066
27478,SHEILA,ALVAREZ,34.05
13644,KRISTI,DOMINGUEZ,6615.889
14047,LINDA,ALVAREZ,5399.549
14348,ALEX,SCOTT,2988.438
27226,CHRISTIAN,WANG,2049.098
19314,ALVIN,BECK,2755.398
27268,LATASHA,SERRANO,2049.098
27276,FAITH,ALEXANDER,2049.098
25214,ROGER,CHANDER,2033.845
27613,ALEXIA,WASHINGTON,699.098
19070,KRISTOPHER,GARCIA,4512.428
24585,HAROLD,PATEL,3273.604
15832,MANUEL,MARTINEZ,2611.41
26989,MASON,CAMPBELL,72.45
13138,TERESA,ALONSO,112.95
19405,ABIGAIL,SMITH,1048.505
27996,ANGELA,ALEXANDER,75.88
17992,SANDRA,MA,64.83
28898,MELANIE,PATTERSON,90.393
21172,FRANCISCO,SANCHEZ,49.56
11574,KARLA,LUO,33.644
23696,AUTUMN,LI,310.16
18752,SAMANTHA,WALKER,118.057
28809,ISAAC,COOPER,49.98
25524,SHAUN,ANAND,54.95
20108,GLENN,GAO,1035.428
24617,KELSEY,SHE,39.47
20369,TREVOR,BARNES,78.027
20026,JASMINE,RICHARDSON,1121.898
28874,ALEXA,BROOKS,9.98
24096,DIANA,VAZQUEZ,14.56
22116,ROBERT,LOPEZ,563.77
24736,SAVANNAH,RAMIREZ,70.234
19153,DYLAN,GRIFFIN,69.99
17664,DEVIN,ROBINSON,671.69
13065,MORGAN,GONZALEZ,1700.99
15971,RYAN,JENKINS,43.624
28524,PAULA,GILL,2417.02
27050,CHLOE,TURNER,2071.42
14220,LATASHA,ROMERO,5523.526
23533,RAFAEL,NATH,3917.543
17958,RICARDO,LAL,2815.167
13903,ELIJAH,HERNANDEZ,4265.651
24250,CARMEN,SURI,2747.483
17830,CARLOS,SCOTT,2749.495
11416,KATRINA,BECKER,4689.811
27261,OMAR,CHANDE,2049.098
21509,MICHELE,LOPEZ,2800.478
17964,DARREN,SURI,5526.403
13407,CASSANDRA,RANA,6681.192
27820,JOEL,PATEL,2417.714
18467,DARREN,TOWNSEND,1700.99
22312,KRISTI,MEHTA,2216.453
11015,CHLOE,YOUNG,2274.38
11095,CHAD,KUMAR,4550.762
29079,BRIAN,ROGERS,106.47
23962,SANDRA,YANG,86.97
11023,SETH,EDWARDS,142.93
28542,MARTHA,ZHAO,87.278
21022,BIANCA,HUANG,539.99
22481,ERIK,ORTEGA,587.086
27316,JARROD,MALHOTRA,2181.563
23751,LACEY,LAL,1034.082
16860,HALEY,ROGERS,9.98
11419,KYLE,SCOTT,244.384
24995,MELISSA,PETERSON,9.98
15234,KATHLEEN,MORENO,109.96
24595,KELVIN,WU,65.604
24223,ABIGAIL,ALEXANDER,64.56
20127,CARLOS,SANDERS,69.99
27382,KAITLIN,CHAPMAN,72.54
16500,CHLOE,PERRY,606.584
24876,JARROD,SUBRAM,80.556
20347,SAVANNAH,ROBERTS,2181.563
14778,RENEE,JIMENEZ,2870.952
26842,FELICIA,ALONSO,539.99
18877,EVAN,HALL,69.99
20421,VICTORIA,ALEXANDER,128.96
27247,BLAKE,HUGHES,106.594
25180,ANA,SIMMONS,2455.348
23179,JORDAN,PHILLIPS,539.99
25334,MARCUS,GONZALES,2421.02
22270,ANTONIO,GONZALES,622.94
13505,JAMIE,CAI,153.507
13750,RAYMOND,SAI,114.007
13473,LOGAN,HILL,2097.038
23387,XAVIER,PERRY,135.316
17149,STEVEN,RICHARDSON,1734.634
23938,HAROLD,MADAN,1000.438
12720,NICOLAS,CHANDE,73.594
20161,ALBERT,SANZ,41.624
15463,TERRENCE,YUAN,2846.405
15036,DEREK,SHE,3783.732
15591,DARREN,SRINI,4102.776
27262,COURTNEY,HILL,2049.098
13411,JACQUELYN,BLANCO,6578.533
19316,RAYMOND,SRINI,2701.428
14204,CHELSEA,SARA,78.214
17291,JORGE,HUANG,118.55
19262,KARI,SANCHEZ,49.98
12509,MARC,FERRIER,102.418
18816,TAYLOR,SMITH,171.076
12114,CHARLES,RICHARDSON,4522.078
20528,MASON,ADAMS,95.71
17482,TAYLOR,ALEXANDER,185.564
26263,KAITLYN,COLLINS,57.98
19571,SYDNEY,JOHNSON,146.91
27727,CHLOE,HILL,16.55
18105,DESTINY,BROOKS,43.624
28846,CYNTHIA,LOPEZ,742.35
28543,ROGER,YE,158.134
16520,MISTY,RAJI,1058.398
14108,THOMAS,YANG,839.48
21616,CARSON,WOOD,83.95
23745,DANA,VAZQUEZ,80.49
11504,JORDAN,BAKER,54.14
17162,RACHEL,BLUE,38.634
12605,CAROL,COOPER,19.98
17055,WILLIE,SHE,769.49
25682,CHERYL,RAMOS,42.97
24862,TAMARA,ZHOU,96.97
18099,MARCUS,EDWARDS,9.98
24454,CAROL,ZHOU,21.49
11833,OSCAR,PRICE,367.49
23045,GABRIEL,PATTERSON,69.96
19433,BRIDGET,RAJE,3215.644
15535,JORDAN,SCOTT,2792.156
21336,ANGEL,PEREZ,2645.29
13895,ISABELLA,BROOKS,4330.586
21060,JACLYN,TANG,2447.184
27205,ERIN,MURPHY,2049.098
12813,REGINALD,RAMOS,4137.026
27359,MORGAN,DAVIS,1282.068
18697,TARA,LAL,1700.99
26994,ERIKA,TORRES,1037.388
11156,MARIA,ROBERTS,2144.078
28667,DEVIN,WILLIAMS,790.417
16334,NATALIE,BAILEY,92.87
23449,STEVEN,PETERSON,14.56
14840,AUTUMN,ZHU,191.94
12646,KENNETH,XU,9.98
28175,CLIFFORD,SUBRAM,14.56
22150,DAMIEN,LIANG,69.99
14985,JACLYN,ZHU,59.96
27025,JASMINE,RIVERA,69.05
26897,KATRINA,XIE,41.624
12865,BRANDY,MARTINEZ,178.768
20054,CLARENCE,NARA,2381.143
20676,CARLOS,PARKER,29.96
13496,LUCAS,MORRIS,40.58
18090,LUCAS,SMITH,134.81
26232,JAY,GOMEZ,9.98
12234,CLARENCE,ZENG,33.644
28308,HECTOR,SERRANO,602.94
20233,JENNY,RAJE,99.96
20139,CONNOR,WRIGHT,69.99
17505,HUNTER,MITCHELL,16.85
26628,LUCAS,LEE,72.54
24031,TAMMY,SURI,1048.505
25810,JIMMY,SANZ,164.074
17384,RAYMOND,PRASAD,1783.076
24583,ROY,CHANDRA,2223.851
23166,CODY,WARD,573.87
27847,KRISTINA,RANA,47.56
23178,DALTON,MORRIS,539.99
14427,EMMANUEL,PATEL,4651.457
13994,ISAAC,COOK,4266.962
